name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Livvyy Ellph,Female,11,6,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,3,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
Catharina Craft,Female,95,11,SC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
Griswold Catford,Male,44,3,SC,false,poor teaching quality,10,nulla sed accumsan felis ut at dolor quis odio consequat varius
Grover Fiddiman,Male,45,6,SC,true,Lack of resources (books,6,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
Thedrick Deyenhardt,Male,89,11,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,1,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
Rochester Pietzke,Male,11,10,OBC,false,poor teaching quality,1,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
Vi Haitlie,Female,49,8,SC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,nibh fusce lacus purus aliquet at feugiat non pretium quis
Cherye Sedgeman,Genderqueer,67,2,OBC,true,Lack of resources (books,10,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
Farrand Hayter,Female,95,5,ST,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,10,congue elementum in hac habitasse platea dictumst morbi vestibulum velit
Haley Burgoin,Female,55,9,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,8,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
Raphael Manktelow,Male,106,5,OBC,true,depression,7,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
Ashlin Easey,Male,42,8,SC,true,etc.) Financial constraints Family issues (e.g.,9,ligula nec sem duis aliquam convallis nunc proin at turpis a pede
Wendye Beckinsale,Bigender,16,0,SC,false,poor facilities,3,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
Margy Corrado,Female,63,1,General,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,6,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
Barri Buard,Male,29,5,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
Reider Beddows,Male,90,12,OBC,true,poor teaching quality,0,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
Deeyn Chesterman,Female,81,10,ST,false,stationery,4,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
Marrilee Felmingham,Female,10,9,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
Elsey McCoughan,Female,69,11,ST,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,6,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
Katrinka Groom,Female,7,9,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
Clari Feron,Female,49,12,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
Antonio Cory,Male,112,1,General,true,stationery,9,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
Pembroke Marcinkowski,Male,30,6,General,false,poor teaching quality,1,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
Standford Valentin,Male,52,10,General,false,Lack of resources (books,6,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
Lurline Donet,Polygender,57,2,General,true,parental divorce,3,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
Sella Heaven,Polygender,91,5,ST,true,etc.) Financial constraints Family issues (e.g.,0,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
Nikos Waith,Male,52,1,General,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
Kristen Jarrel,Female,10,12,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
Tobit Pic,Male,94,11,General,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,6,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
Johnnie Rablan,Male,89,11,OBC,false,stationery,0,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
Garwood Ridler,Male,16,11,OBC,true,race,8,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
Lorain Athersmith,Female,11,11,SC,true,parental divorce,1,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
Corbie Menichillo,Polygender,105,6,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,10,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
Orville MacCafferky,Male,60,11,General,true,Lack of resources (books,6,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
Calypso Cavill,Agender,81,11,SC,false,etc.) Financial constraints Family issues (e.g.,4,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
Una Pairpoint,Female,68,4,ST,true,etc.) Financial constraints Family issues (e.g.,8,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
Carney Murrill,Bigender,10,9,SC,true,Lack of resources (books,7,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
Derry Passby,Male,55,0,SC,false,parental divorce,9,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
Hilarius Extal,Male,28,0,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,4,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
Eldin Dytham,Male,69,0,OBC,true,poor teaching quality,3,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
Amargo Featherbie,Female,67,1,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,5,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
Niels Hick,Male,94,8,ST,false,depression,5,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
Burty Stout,Male,89,4,ST,true,Lack of resources (books,10,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
Felipa Chipperfield,Female,115,0,General,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,1,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
Tye Smaridge,Male,101,0,General,false,poor facilities,10,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
Kennedy Dilger,Male,38,11,General,true,poor facilities,2,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
Kandy Francklyn,Female,77,10,SC,true,race,8,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
Giordano Hurran,Male,19,4,ST,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
Ofella Learoyd,Female,49,11,General,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,7,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
Wallis Colbert,Male,47,1,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,1,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
Ruby Balshaw,Male,84,4,ST,true,depression,9,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
Yoshi Trever,Female,10,9,SC,true,etc.) Financial constraints Family issues (e.g.,8,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
